db,con,file,con_description,filename_deg,filename_ref,source,lang,votes,mos,noi,col,dis,loud,noi_std,col_std,dis_std,loud_std,mos_std,filepath_deg,filepath_ref
NISQA_TEST_FOR,5.0,18.0,Anchor: BP 500-2500Hz,c00005_for_cnv_m_1035_01.wav,for_cnv_m_1035_01.wav,FOR,en,33.0,2.78787878787879,4.05314196969697,1.7277658969696998,4.15465507272727,3.0518958848484803,0.832028108388088,0.659238956100751,0.680589989421342,1.11173472649163,0.8572330399888259,NISQA_TEST_FOR/deg/c00005_for_cnv_m_1035_01.wav,NISQA_TEST_FOR/ref/for_cnv_m_1035_01.wav
NISQA_TEST_FOR,5.0,19.0,Anchor: BP 500-2500Hz,c00005_for_cnv_f_0036_02.wav,for_cnv_f_0036_02.wav,FOR,en,31.0,2.80645161290323,4.044779406451609,1.58277385806452,4.20036215483871,3.0246501741935496,0.818846604247805,0.648096797145709,0.747167439626925,1.15431364485115,0.7032948570222729,NISQA_TEST_FOR/deg/c00005_for_cnv_f_0036_02.wav,NISQA_TEST_FOR/ref/for_cnv_f_0036_02.wav
NISQA_TEST_FOR,5.0,20.0,Anchor: BP 500-2500Hz,c00005_for_cnv_f_0038_02.wav,for_cnv_f_0038_02.wav,FOR,en,25.0,2.52,4.350844192,1.66251868,4.240095232,2.628163648,0.5321205528010371,0.709998559185637,0.682547959403224,1.19089956459975,0.822597511950204,NISQA_TEST_FOR/deg/c00005_for_cnv_f_0038_02.wav,NISQA_TEST_FOR/ref/for_cnv_f_0038_02.wav
NISQA_TEST_FOR,6.0,21.0,Anchor: BP 100-5000Hz + Level -10dB,c00006_for_cnv_m_0041_02.wav,for_cnv_m_0041_02.wav,FOR,en,31.0,2.83870967741935,3.8752308,2.9165224967741903,3.76874081290322,2.12390144516129,0.900253336561698,1.15443592088892,0.939302606870327,0.919479845048462,0.8204378584450459,NISQA_TEST_FOR/deg/c00006_for_cnv_m_0041_02.wav,NISQA_TEST_FOR/ref/for_cnv_m_0041_02.wav
NISQA_TEST_FOR,6.0,22.0,Anchor: BP 100-5000Hz + Level -10dB,c00006_for_cnv_m_1046_02.wav,for_cnv_m_1046_02.wav,FOR,en,25.0,3.4,4.1806836239999985,2.9605182880000003,4.191578112,3.162746432,0.662960970739496,1.18031788220152,0.6864552514568859,1.01109608694718,0.763762615825973,NISQA_TEST_FOR/deg/c00006_for_cnv_m_1046_02.wav,NISQA_TEST_FOR/ref/for_cnv_m_1046_02.wav
NISQA_TEST_FOR,6.0,23.0,Anchor: BP 100-5000Hz + Level -10dB,c00006_for_cnv_f_0045_02.wav,for_cnv_f_0045_02.wav,FOR,en,34.0,3.58823529411765,4.18604293529412,3.5189465764705896,4.14116653529412,2.68479698235294,0.636617489159293,1.03507914322462,0.743651370913739,0.901596076884901,0.70141186875164,NISQA_TEST_FOR/deg/c00006_for_cnv_f_0045_02.wav,NISQA_TEST_FOR/ref/for_cnv_f_0045_02.wav
NISQA_TEST_FOR,6.0,24.0,Anchor: BP 100-5000Hz + Level -10dB,c00006_for_cnv_f_0020_03.wav,for_cnv_f_0020_03.wav,FOR,en,23.0,3.43478260869565,3.8761375478260898,3.08207427826087,3.8576659304347793,2.75847151304348,0.8732727014022891,1.31329704073322,1.05489483907714,1.17399491526236,0.895751941947086,NISQA_TEST_FOR/deg/c00006_for_cnv_f_0020_03.wav,NISQA_TEST_FOR/ref/for_cnv_f_0020_03.wav
NISQA_TEST_FOR,7.0,25.0,Anchor: Time Clipping 2%,c00007_for_cnv_m_0054_01.wav,for_cnv_m_0054_01.wav,FOR,en,32.0,3.46875,3.9424007375,3.49007600625,2.7156995625,3.98524085625,0.8215878022052591,1.07589289018511,0.965419051348488,0.8868379809792409,0.7177192819911801,NISQA_TEST_FOR/deg/c00007_for_cnv_m_0054_01.wav,NISQA_TEST_FOR/ref/for_cnv_m_0054_01.wav
NISQA_TEST_FOR,7.0,26.0,Anchor: Time Clipping 2%,c00007_for_cnv_m_0006_03.wav,for_cnv_m_0006_03.wav,FOR,en,23.0,3.8695652173913,4.236633295652172,4.0276848869565205,3.56782072173913,4.14410226956522,0.6881171137251381,0.9654667772385368,0.95028393342919,0.731278160208961,0.967863055024125,NISQA_TEST_FOR/deg/c00007_for_cnv_m_0006_03.wav,NISQA_TEST_FOR/ref/for_cnv_m_0006_03.wav
NISQA_TEST_FOR,7.0,27.0,Anchor: Time Clipping 2%,c00007_for_cnv_f_0105_03.wav,for_cnv_f_0105_03.wav,FOR,en,31.0,3.4193548387096806,4.36283065806452,4.10026132903226,2.46788770967742,4.39438985806452,0.369769976505684,0.7707315523100121,0.8581675780140359,0.438009267921929,0.501610310127101,NISQA_TEST_FOR/deg/c00007_for_cnv_f_0105_03.wav,NISQA_TEST_FOR/ref/for_cnv_f_0105_03.wav
NISQA_TEST_FOR,7.0,28.0,Anchor: Time Clipping 2%,c00007_for_cnv_f_0112_01.wav,for_cnv_f_0112_01.wav,FOR,en,31.0,3.645161290322581,4.24162888387097,3.81919398064516,2.53717104516129,4.14389516774194,0.66835217458889,0.8959115432584851,0.9286107466402908,0.616671447480129,0.6607262215055079,NISQA_TEST_FOR/deg/c00007_for_cnv_f_0112_01.wav,NISQA_TEST_FOR/ref/for_cnv_f_0112_01.wav
NISQA_TEST_FOR,8.0,29.0,Anchor: Time Clipping 20%,c00008_for_cnv_m_0055_03.wav,for_cnv_m_0055_03.wav,FOR,en,31.0,1.38709677419355,3.23491814193548,3.5343631548387098,1.3062284,3.45107491612903,1.20674750346283,1.06961468063853,0.209373232322982,1.14048408339522,0.4951376478541911,NISQA_TEST_FOR/deg/c00008_for_cnv_m_0055_03.wav,NISQA_TEST_FOR/ref/for_cnv_m_0055_03.wav
NISQA_TEST_FOR,8.0,30.0,Anchor: Time Clipping 20%,c00008_for_cnv_m_0028_03.wav,for_cnv_m_0028_03.wav,FOR,en,33.0,1.6060606060606102,3.84449135757576,3.28891798787879,1.3625830969697,3.5957341333333304,0.8852166695738409,1.09500366423212,0.244934539970913,0.907684539479517,0.704423254309596,NISQA_TEST_FOR/deg/c00008_for_cnv_m_0028_03.wav,NISQA_TEST_FOR/ref/for_cnv_m_0028_03.wav
NISQA_TEST_FOR,8.0,31.0,Anchor: Time Clipping 20%,c00008_for_cnv_f_0023_03.wav,for_cnv_f_0023_03.wav,FOR,en,34.0,1.55882352941176,3.3407633294117702,3.50143122941177,1.4115984529411798,3.3228491,1.14693366128528,1.10953877623373,0.3949925660323621,1.07387753846891,0.7463517925331651,NISQA_TEST_FOR/deg/c00008_for_cnv_f_0023_03.wav,NISQA_TEST_FOR/ref/for_cnv_f_0023_03.wav
NISQA_TEST_FOR,8.0,32.0,Anchor: Time Clipping 20%,c00008_for_cnv_f_0114_01.wav,for_cnv_f_0114_01.wav,FOR,en,32.0,1.96875,3.82529653125,3.2286527625,1.49443980625,3.5152666,0.9556781044954922,1.111694431773,0.459924472924831,0.861540941110139,0.646797320799606,NISQA_TEST_FOR/deg/c00008_for_cnv_f_0114_01.wav,NISQA_TEST_FOR/ref/for_cnv_f_0114_01.wav
NISQA_TEST_FOR,9.0,33.0,Amp clipping 0.15 x Opus @ 8.0 ,c00009_for_cnv_m_0616_03.wav,for_cnv_m_0616_03.wav,FOR,en,21.0,2.19047619047619,3.57436503809524,1.65249843809524,3.4818363428571404,3.1300413142857098,1.13987029342578,0.5002179943215779,1.30992570211138,1.0202257212181,0.6015852075182379,NISQA_TEST_FOR/deg/c00009_for_cnv_m_0616_03.wav,NISQA_TEST_FOR/ref/for_cnv_m_0616_03.wav
NISQA_TEST_FOR,9.0,34.0,Amp clipping 0.15 x Opus @ 8.0 ,c00009_for_cnv_m_0016_03.wav,for_cnv_m_0016_03.wav,FOR,en,31.0,2.67741935483871,3.18461295483871,2.43788416774194,3.3963891870967697,3.3102640451612904,0.922782180490334,1.0388655488383198,1.02915053229808,0.733775211603417,0.7910792954014809,NISQA_TEST_FOR/deg/c00009_for_cnv_m_0016_03.wav,NISQA_TEST_FOR/ref/for_cnv_m_0016_03.wav
NISQA_TEST_FOR,9.0,35.0,Amp clipping 0.15 x Opus @ 8.0 ,c00009_for_cnv_f_0096_03.wav,for_cnv_f_0096_03.wav,FOR,en,26.0,2.53846153846154,3.2367241076923103,2.2496549,3.3457962846153904,3.54359035384615,0.976027341254646,1.01572809649335,1.18276038113127,0.918626286828138,0.6468860320501121,NISQA_TEST_FOR/deg/c00009_for_cnv_f_0096_03.wav,NISQA_TEST_FOR/ref/for_cnv_f_0096_03.wav
NISQA_TEST_FOR,9.0,36.0,Amp clipping 0.15 x Opus @ 8.0 ,c00009_for_cnv_f_0079_01.wav,for_cnv_f_0079_01.wav,FOR,en,31.0,2.96774193548387,3.8120392258064495,2.2626206258064503,4.05599498064516,3.1399782387096806,0.9548127744001692,0.963344267866372,0.76869998690346,1.18579910417016,0.6046415449251421,NISQA_TEST_FOR/deg/c00009_for_cnv_f_0079_01.wav,NISQA_TEST_FOR/ref/for_cnv_f_0079_01.wav
NISQA_TEST_FOR,10.0,37.0,Amp clipping 0.10 x AMR-WB@ 23.85,c00010_for_cnv_m_0094_01.wav,for_cnv_m_0094_01.wav,FOR,en,33.0,3.2727272727272703,3.88955560606061,2.57527618181818,4.17326404242424,3.88343596363636,0.860671139874808,0.946699417963688,0.7347676846083221,0.8805655421244921,0.6741998624632421,NISQA_TEST_FOR/deg/c00010_for_cnv_m_0094_01.wav,NISQA_TEST_FOR/ref/for_cnv_m_0094_01.wav
NISQA_TEST_FOR,10.0,38.0,Amp clipping 0.10 x AMR-WB@ 23.85,c00010_for_cnv_m_0010_01.wav,for_cnv_m_0010_01.wav,FOR,en,31.0,2.54838709677419,3.15280364516129,2.4641040064516098,3.1220613225806497,3.20524225806452,1.0030471291343002,1.06048553551869,1.17206004265618,0.979792521577366,0.7676244601548059,NISQA_TEST_FOR/deg/c00010_for_cnv_m_0010_01.wav,NISQA_TEST_FOR/ref/for_cnv_m_0010_01.wav
NISQA_TEST_FOR,10.0,39.0,Amp clipping 0.10 x AMR-WB@ 23.85,c00010_for_cnv_f_0013_03.wav,for_cnv_f_0013_03.wav,FOR,en,31.0,2.93548387096774,3.62482052258065,2.15445247096774,4.13734090322581,3.47965803225807,1.0302133507909,0.878673141780417,0.805371655664922,1.01974887414011,0.512216352138283,NISQA_TEST_FOR/deg/c00010_for_cnv_f_0013_03.wav,NISQA_TEST_FOR/ref/for_cnv_f_0013_03.wav
NISQA_TEST_FOR,10.0,40.0,Amp clipping 0.10 x AMR-WB@ 23.85,c00010_for_cnv_f_0088_01.wav,for_cnv_f_0088_01.wav,FOR,en,29.0,2.03448275862069,3.0870392000000004,2.3230142758620698,2.8033206758620697,2.59005417931034,0.983955326332027,0.9181905176400073,1.05789596457252,1.05868778128842,0.731083277486696,NISQA_TEST_FOR/deg/c00010_for_cnv_f_0088_01.wav,NISQA_TEST_FOR/ref/for_cnv_f_0088_01.wav
NISQA_TEST_FOR,11.0,41.0,Amp clipping 0.05 x AMR-NB @ 5.90 ,c00011_for_cnv_m_0075_01.wav,for_cnv_m_0075_01.wav,FOR,en,31.0,2.2258064516129,3.51800048387097,1.6822202451612902,3.6682856,2.9084618516129,1.1521686324136498,0.486664589876773,1.06230066638814,1.1217643123005,0.762000762001143,NISQA_TEST_FOR/deg/c00011_for_cnv_m_0075_01.wav,NISQA_TEST_FOR/ref/for_cnv_m_0075_01.wav
NISQA_TEST_FOR,11.0,42.0,Amp clipping 0.05 x AMR-NB @ 5.90 ,c00011_for_cnv_m_0628_02.wav,for_cnv_m_0628_02.wav,FOR,en,21.0,1.76190476190476,3.4586904476190496,1.44545705714286,3.72173116190476,2.74774911428571,1.19243227430972,0.262489008022653,1.1296805162956498,1.22994070194458,0.538958431120797,NISQA_TEST_FOR/deg/c00011_for_cnv_m_0628_02.wav,NISQA_TEST_FOR/ref/for_cnv_m_0628_02.wav
NISQA_TEST_FOR,11.0,43.0,Amp clipping 0.05 x AMR-NB @ 5.90 ,c00011_for_cnv_f_0079_02.wav,for_cnv_f_0079_02.wav,FOR,en,32.0,1.71875,3.39540676875,1.485546225,3.4612657,2.69714696875,1.28346148132753,0.542501356038839,1.27797485738599,1.14041749505833,0.6342063874918671,NISQA_TEST_FOR/deg/c00011_for_cnv_f_0079_02.wav,NISQA_TEST_FOR/ref/for_cnv_f_0079_02.wav
NISQA_TEST_FOR,11.0,44.0,Amp clipping 0.05 x AMR-NB @ 5.90 ,c00011_for_cnv_f_0009_02.wav,for_cnv_f_0009_02.wav,FOR,en,32.0,2.03125,3.7292272375,1.54497838125,3.76751501875,2.5221060875,1.03791111776177,0.4147756775226021,0.8949341506203058,1.02503608967992,0.646797320799606,NISQA_TEST_FOR/deg/c00011_for_cnv_f_0009_02.wav,NISQA_TEST_FOR/ref/for_cnv_f_0009_02.wav
NISQA_TEST_FOR,12.0,45.0,AMR-WB@8.85,c00012_for_cnv_m_0628_03.wav,for_cnv_m_0628_03.wav,FOR,en,32.0,3.5625,3.94771869375,3.15192814375,3.6215169875,3.96341080625,0.90480627773966,1.01986221009476,1.08984023336934,0.8159453806007559,0.8400268812903091,NISQA_TEST_FOR/deg/c00012_for_cnv_m_0628_03.wav,NISQA_TEST_FOR/ref/for_cnv_m_0628_03.wav
NISQA_TEST_FOR,12.0,46.0,AMR-WB@8.85,c00012_for_cnv_m_0016_01.wav,for_cnv_m_0016_01.wav,FOR,en,31.0,3.61290322580645,3.37640790322581,2.9001010709677404,3.91141802580645,3.94792620645161,1.04921203864601,1.18516750370498,1.01772116541564,0.891667617337416,0.71542152399075,NISQA_TEST_FOR/deg/c00012_for_cnv_m_0016_01.wav,NISQA_TEST_FOR/ref/for_cnv_m_0016_01.wav
NISQA_TEST_FOR,12.0,47.0,AMR-WB@8.85,c00012_for_cnv_f_0062_01.wav,for_cnv_f_0062_01.wav,FOR,en,28.0,3.60714285714286,4.050215371428569,3.3934854071428595,3.83907685714286,3.93768336428571,0.8121086822352671,1.10350812579306,1.00089000351175,0.938606737581358,0.685256681526506,NISQA_TEST_FOR/deg/c00012_for_cnv_f_0062_01.wav,NISQA_TEST_FOR/ref/for_cnv_f_0062_01.wav
NISQA_TEST_FOR,12.0,48.0,AMR-WB@8.85,c00012_for_cnv_f_0098_03.wav,for_cnv_f_0098_03.wav,FOR,en,31.0,3.51612903225806,3.85579607741936,3.23333921935484,3.79210660645161,3.68112399354839,0.831493020668865,1.09958382324152,1.03069378401362,1.05776298030599,0.5698518954918891,NISQA_TEST_FOR/deg/c00012_for_cnv_f_0098_03.wav,NISQA_TEST_FOR/ref/for_cnv_f_0098_03.wav
NISQA_TEST_FOR,13.0,49.0,AMR-WB@8.85 PL 6%  bursty,c00013_for_cnv_m_0028_01.wav,for_cnv_m_0028_01.wav,FOR,en,31.0,2.90322580645161,3.38708851612903,2.4723359161290297,3.11280483225806,3.1085898516129,0.86387573661358,0.878770981779277,0.8219601857000228,0.858063067772654,0.59748577163965,NISQA_TEST_FOR/deg/c00013_for_cnv_m_0028_01.wav,NISQA_TEST_FOR/ref/for_cnv_m_0028_01.wav
NISQA_TEST_FOR,13.0,50.0,AMR-WB@8.85 PL 6%  bursty,c00013_for_cnv_m_1026_01.wav,for_cnv_m_1026_01.wav,FOR,en,25.0,3.36,3.91764312,2.900140528,3.154879616,3.621176304,0.948417501814451,1.12055304128194,1.06349299484918,0.93292630217141,0.757187779440037,NISQA_TEST_FOR/deg/c00013_for_cnv_m_1026_01.wav,NISQA_TEST_FOR/ref/for_cnv_m_1026_01.wav
NISQA_TEST_FOR,13.0,51.0,AMR-WB@8.85 PL 6%  bursty,c00013_for_cnv_f_0013_02.wav,for_cnv_f_0013_02.wav,FOR,en,31.0,2.83870967741935,3.76671496129032,2.4962082000000003,2.54377817419355,3.2050970774193503,0.949110268260204,1.07553967395851,0.903426135912114,1.04995378686923,0.6375355777548621,NISQA_TEST_FOR/deg/c00013_for_cnv_f_0013_02.wav,NISQA_TEST_FOR/ref/for_cnv_f_0013_02.wav
NISQA_TEST_FOR,13.0,52.0,AMR-WB@8.85 PL 6%  bursty,c00013_for_cnv_f_0572_02.wav,for_cnv_f_0572_02.wav,FOR,en,26.0,3.19230769230769,3.92541957692308,3.27648929230769,2.5810885,3.75702756153846,0.950340832028603,1.01125457703433,0.8793163865376021,0.958307756708049,0.895286804068094,NISQA_TEST_FOR/deg/c00013_for_cnv_f_0572_02.wav,NISQA_TEST_FOR/ref/for_cnv_f_0572_02.wav
NISQA_TEST_FOR,14.0,53.0,AMR-WB@8.85 PL 12% random,c00014_for_cnv_m_0049_03.wav,for_cnv_m_0049_03.wav,FOR,en,31.0,2.06451612903226,3.49573264516129,2.10864225806452,2.4274543483871,2.88595123225806,1.02782366871536,0.820880244164933,0.9866838138502092,1.1529734139633898,0.72734603736084,NISQA_TEST_FOR/deg/c00014_for_cnv_m_0049_03.wav,NISQA_TEST_FOR/ref/for_cnv_m_0049_03.wav
NISQA_TEST_FOR,14.0,54.0,AMR-WB@8.85 PL 12% random,c00014_for_cnv_m_1007_02.wav,for_cnv_m_1007_02.wav,FOR,en,32.0,1.8125,2.9628416625,2.11591740625,2.18512006875,2.743250825,1.16342163008751,1.01197984451748,0.918568927338886,0.991128680638052,0.7803018439949599,NISQA_TEST_FOR/deg/c00014_for_cnv_m_1007_02.wav,NISQA_TEST_FOR/ref/for_cnv_m_1007_02.wav
NISQA_TEST_FOR,14.0,55.0,AMR-WB@8.85 PL 12% random,c00014_for_cnv_f_0053_01.wav,for_cnv_f_0053_01.wav,FOR,en,23.0,1.8695652173913,3.43788023478261,2.45512071304348,2.23951667826087,3.27768455652174,1.08934535334261,1.080076603375,0.876962691827068,1.09765986737924,0.625543242171224,NISQA_TEST_FOR/deg/c00014_for_cnv_f_0053_01.wav,NISQA_TEST_FOR/ref/for_cnv_f_0053_01.wav
NISQA_TEST_FOR,14.0,56.0,AMR-WB@8.85 PL 12% random,c00014_for_cnv_f_0020_02.wav,for_cnv_f_0020_02.wav,FOR,en,34.0,1.6764705882352902,2.98678746470588,2.24340753529412,1.91769384117647,3.05578958235294,1.1105699306490802,0.9748484421110408,0.669323528381126,1.0614627314965102,0.6382071590765911,NISQA_TEST_FOR/deg/c00014_for_cnv_f_0020_02.wav,NISQA_TEST_FOR/ref/for_cnv_f_0020_02.wav
NISQA_TEST_FOR,15.0,57.0,AMR-WB@8.85PL 18%  bursty,c00015_for_cnv_m_0032_02.wav,for_cnv_m_0032_02.wav,FOR,en,32.0,2.25,3.644416275,2.4366381625,2.12538570625,3.11190066875,1.09551077718592,1.16701546819049,0.785269140665339,1.08796392064919,0.9158109397792508,NISQA_TEST_FOR/deg/c00015_for_cnv_m_0032_02.wav,NISQA_TEST_FOR/ref/for_cnv_m_0032_02.wav
NISQA_TEST_FOR,15.0,58.0,AMR-WB@8.85PL 18%  bursty,c00015_for_cnv_m_0092_03.wav,for_cnv_m_0092_03.wav,FOR,en,28.0,1.5,3.55780181428571,1.69726746428571,2.1033990642857097,2.86097108571429,0.905758729350331,0.61372108802155,1.08482191888467,1.25204674420914,0.577350269189626,NISQA_TEST_FOR/deg/c00015_for_cnv_m_0092_03.wav,NISQA_TEST_FOR/ref/for_cnv_m_0092_03.wav
NISQA_TEST_FOR,15.0,59.0,AMR-WB@8.85PL 18%  bursty,c00015_for_cnv_f_0572_03.wav,for_cnv_f_0572_03.wav,FOR,en,32.0,2.15625,3.9245833,2.4416549,2.00843219375,3.53536060625,0.962276298955777,0.8321626185524079,0.975642244643908,1.09292354587047,0.6772513232461861,NISQA_TEST_FOR/deg/c00015_for_cnv_f_0572_03.wav,NISQA_TEST_FOR/ref/for_cnv_f_0572_03.wav
