filepath,sample_id,system_id,mos,dataset,ref_dnsmos_ovrl,ref_nisqa_mos,ref_utmos
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000748.flac,urgent25_blind_test_fileid_000748,urgent25_blind_test_submission_716,2.75,urgent2025_sqa_scaled,2.8906140327453613,2.1633002758026123,2.590212345123291
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000762.flac,urgent25_blind_test_fileid_000762,urgent25_blind_test_submission_716,1.625,urgent2025_sqa_scaled,1.4773677587509155,1.000388264656067,1.2577465772628784
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000772.flac,urgent25_blind_test_fileid_000772,urgent25_blind_test_submission_716,2.625,urgent2025_sqa_scaled,3.1041104793548584,1.8735336065292358,1.5183511972427368
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000884.flac,urgent25_blind_test_fileid_000884,urgent25_blind_test_submission_716,1.75,urgent2025_sqa_scaled,2.023493528366089,1.2483606338500977,1.9599803686141968
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000029.flac,urgent25_blind_test_fileid_000029,urgent25_blind_test_submission_719,2.875,urgent2025_sqa_scaled,2.7975289821624756,1.9714752435684204,1.3626412153244019
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000178.flac,urgent25_blind_test_fileid_000178,urgent25_blind_test_submission_719,1.0,urgent2025_sqa_scaled,1.9437005519866943,1.6578854322433472,1.2352100610733032
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000238.flac,urgent25_blind_test_fileid_000238,urgent25_blind_test_submission_719,3.0,urgent2025_sqa_scaled,2.3650758266448975,1.981716513633728,1.284220576286316
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000239.flac,urgent25_blind_test_fileid_000239,urgent25_blind_test_submission_719,3.375,urgent2025_sqa_scaled,3.2565078735351562,3.3314931392669678,2.857081174850464
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000270.flac,urgent25_blind_test_fileid_000270,urgent25_blind_test_submission_719,2.625,urgent2025_sqa_scaled,2.759885311126709,2.6875503063201904,1.3233164548873901
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000345.flac,urgent25_blind_test_fileid_000345,urgent25_blind_test_submission_719,1.625,urgent2025_sqa_scaled,2.518141269683838,1.8178383111953735,1.3161828517913818
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000373.flac,urgent25_blind_test_fileid_000373,urgent25_blind_test_submission_719,2.375,urgent2025_sqa_scaled,2.827752113342285,1.7255581617355347,1.305586576461792
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000531.flac,urgent25_blind_test_fileid_000531,urgent25_blind_test_submission_719,1.75,urgent2025_sqa_scaled,2.9466042518615723,2.1209800243377686,1.2607123851776123
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000618.flac,urgent25_blind_test_fileid_000618,urgent25_blind_test_submission_719,2.0,urgent2025_sqa_scaled,2.9385626316070557,1.7986623048782349,1.5299763679504395
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000668.flac,urgent25_blind_test_fileid_000668,urgent25_blind_test_submission_719,3.75,urgent2025_sqa_scaled,2.9567933082580566,3.455216407775879,3.1994340419769287
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000748.flac,urgent25_blind_test_fileid_000748,urgent25_blind_test_submission_719,3.875,urgent2025_sqa_scaled,3.1543357372283936,1.9992176294326782,2.582385301589966
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000762.flac,urgent25_blind_test_fileid_000762,urgent25_blind_test_submission_719,2.125,urgent2025_sqa_scaled,2.4973013401031494,1.9779123067855835,1.3521761894226074
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000772.flac,urgent25_blind_test_fileid_000772,urgent25_blind_test_submission_719,3.625,urgent2025_sqa_scaled,2.9632136821746826,2.7165863513946533,1.8159334659576416
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000884.flac,urgent25_blind_test_fileid_000884,urgent25_blind_test_submission_719,2.25,urgent2025_sqa_scaled,2.612212657928467,2.5387485027313232,1.8143763542175293
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000029.flac,urgent25_blind_test_fileid_000029,urgent25_blind_test_submission_728,3.0,urgent2025_sqa_scaled,2.5768651962280273,1.8536123037338257,1.362740159034729
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000178.flac,urgent25_blind_test_fileid_000178,urgent25_blind_test_submission_728,1.25,urgent2025_sqa_scaled,2.440746307373047,1.040948510169983,1.3369594812393188
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000238.flac,urgent25_blind_test_fileid_000238,urgent25_blind_test_submission_728,2.125,urgent2025_sqa_scaled,2.2821221351623535,1.41055166721344,1.2542580366134644
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000239.flac,urgent25_blind_test_fileid_000239,urgent25_blind_test_submission_728,4.0,urgent2025_sqa_scaled,3.222614288330078,3.4853744506835938,2.0257205963134766
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000270.flac,urgent25_blind_test_fileid_000270,urgent25_blind_test_submission_728,1.125,urgent2025_sqa_scaled,2.5758204460144043,1.1384607553482056,1.2854384183883667
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000345.flac,urgent25_blind_test_fileid_000345,urgent25_blind_test_submission_728,1.5,urgent2025_sqa_scaled,1.7257429361343384,0.9536874890327454,1.320579171180725
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000373.flac,urgent25_blind_test_fileid_000373,urgent25_blind_test_submission_728,2.25,urgent2025_sqa_scaled,2.645289897918701,1.4980939626693726,1.3235334157943726
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000531.flac,urgent25_blind_test_fileid_000531,urgent25_blind_test_submission_728,1.875,urgent2025_sqa_scaled,2.075019598007202,2.1940982341766357,1.2421680688858032
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000618.flac,urgent25_blind_test_fileid_000618,urgent25_blind_test_submission_728,2.25,urgent2025_sqa_scaled,2.612680435180664,1.1764894723892212,1.3296881914138794
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000668.flac,urgent25_blind_test_fileid_000668,urgent25_blind_test_submission_728,3.375,urgent2025_sqa_scaled,2.832672357559204,3.74969482421875,3.2181644439697266
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000748.flac,urgent25_blind_test_fileid_000748,urgent25_blind_test_submission_728,4.125,urgent2025_sqa_scaled,2.9903903007507324,2.774646759033203,2.469731569290161
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000762.flac,urgent25_blind_test_fileid_000762,urgent25_blind_test_submission_728,1.375,urgent2025_sqa_scaled,1.7702847719192505,1.0398497581481934,1.318316102027893
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000772.flac,urgent25_blind_test_fileid_000772,urgent25_blind_test_submission_728,3.625,urgent2025_sqa_scaled,2.8763720989227295,2.201423406600952,1.5254322290420532
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000884.flac,urgent25_blind_test_fileid_000884,urgent25_blind_test_submission_728,1.625,urgent2025_sqa_scaled,2.3447890281677246,1.1756436824798584,1.7231851816177368
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000029.flac,urgent25_blind_test_fileid_000029,urgent25_blind_test_submission_729,3.125,urgent2025_sqa_scaled,2.8688251972198486,2.603229284286499,1.374794840812683
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000178.flac,urgent25_blind_test_fileid_000178,urgent25_blind_test_submission_729,1.25,urgent2025_sqa_scaled,2.7589571475982666,1.5092437267303467,1.2592164278030396
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000238.flac,urgent25_blind_test_fileid_000238,urgent25_blind_test_submission_729,2.625,urgent2025_sqa_scaled,2.632567882537842,2.1748363971710205,1.2767285108566284
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000239.flac,urgent25_blind_test_fileid_000239,urgent25_blind_test_submission_729,4.125,urgent2025_sqa_scaled,3.330817222595215,4.458789348602295,2.9137794971466064
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000270.flac,urgent25_blind_test_fileid_000270,urgent25_blind_test_submission_729,2.75,urgent2025_sqa_scaled,2.8063015937805176,3.0095083713531494,1.358494520187378
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000345.flac,urgent25_blind_test_fileid_000345,urgent25_blind_test_submission_729,1.375,urgent2025_sqa_scaled,2.7234878540039062,2.2315514087677,1.374084711074829
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000373.flac,urgent25_blind_test_fileid_000373,urgent25_blind_test_submission_729,1.875,urgent2025_sqa_scaled,3.1103758811950684,2.221423864364624,1.3342399597167969
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000531.flac,urgent25_blind_test_fileid_000531,urgent25_blind_test_submission_729,1.875,urgent2025_sqa_scaled,2.9352543354034424,3.485896348953247,1.2797203063964844
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000618.flac,urgent25_blind_test_fileid_000618,urgent25_blind_test_submission_729,2.375,urgent2025_sqa_scaled,2.9283852577209473,1.7499388456344604,1.7367544174194336
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000668.flac,urgent25_blind_test_fileid_000668,urgent25_blind_test_submission_729,3.125,urgent2025_sqa_scaled,2.6986610889434814,2.938123941421509,3.112893581390381
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000748.flac,urgent25_blind_test_fileid_000748,urgent25_blind_test_submission_729,3.625,urgent2025_sqa_scaled,3.0240447521209717,2.867173194885254,2.675462484359741
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000762.flac,urgent25_blind_test_fileid_000762,urgent25_blind_test_submission_729,2.5,urgent2025_sqa_scaled,2.4591612815856934,1.8084899187088013,1.361396312713623
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000772.flac,urgent25_blind_test_fileid_000772,urgent25_blind_test_submission_729,2.5,urgent2025_sqa_scaled,2.9648799896240234,2.064316987991333,1.5496749877929688
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000884.flac,urgent25_blind_test_fileid_000884,urgent25_blind_test_submission_729,1.75,urgent2025_sqa_scaled,2.7342684268951416,2.958277463912964,2.1626040935516357
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000029.flac,urgent25_blind_test_fileid_000029,urgent25_blind_test_submission_734,1.75,urgent2025_sqa_scaled,3.0505189895629883,1.9995180368423462,1.3756661415100098
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000178.flac,urgent25_blind_test_fileid_000178,urgent25_blind_test_submission_734,1.0,urgent2025_sqa_scaled,1.1807992458343506,1.3849693536758423,1.2400869131088257
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000238.flac,urgent25_blind_test_fileid_000238,urgent25_blind_test_submission_734,2.375,urgent2025_sqa_scaled,2.315056562423706,2.117288827896118,1.2924103736877441
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000239.flac,urgent25_blind_test_fileid_000239,urgent25_blind_test_submission_734,4.0,urgent2025_sqa_scaled,3.401583671569824,3.8247692584991455,2.9116592407226562
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000270.flac,urgent25_blind_test_fileid_000270,urgent25_blind_test_submission_734,1.5,urgent2025_sqa_scaled,2.5446324348449707,1.670079231262207,1.3173991441726685
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000345.flac,urgent25_blind_test_fileid_000345,urgent25_blind_test_submission_734,1.25,urgent2025_sqa_scaled,2.169494390487671,1.022322654724121,1.2922554016113281
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000373.flac,urgent25_blind_test_fileid_000373,urgent25_blind_test_submission_734,2.625,urgent2025_sqa_scaled,3.227727174758911,1.9043664932250977,1.36887788772583
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000531.flac,urgent25_blind_test_fileid_000531,urgent25_blind_test_submission_734,1.625,urgent2025_sqa_scaled,2.626066207885742,1.9627891778945923,1.283191204071045
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000618.flac,urgent25_blind_test_fileid_000618,urgent25_blind_test_submission_734,2.25,urgent2025_sqa_scaled,3.101917028427124,1.4470691680908203,1.6243938207626343
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000668.flac,urgent25_blind_test_fileid_000668,urgent25_blind_test_submission_734,3.5,urgent2025_sqa_scaled,2.777884006500244,3.7104077339172363,3.2581233978271484
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000748.flac,urgent25_blind_test_fileid_000748,urgent25_blind_test_submission_734,3.875,urgent2025_sqa_scaled,3.0964717864990234,2.655439615249634,2.640143394470215
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000762.flac,urgent25_blind_test_fileid_000762,urgent25_blind_test_submission_734,2.375,urgent2025_sqa_scaled,2.6158602237701416,1.6850532293319702,1.404354453086853
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000772.flac,urgent25_blind_test_fileid_000772,urgent25_blind_test_submission_734,3.25,urgent2025_sqa_scaled,2.97121000289917,2.8951451778411865,1.8199546337127686
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000884.flac,urgent25_blind_test_fileid_000884,urgent25_blind_test_submission_734,2.125,urgent2025_sqa_scaled,2.790165662765503,2.4842278957366943,1.7486776113510132
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000029.flac,urgent25_blind_test_fileid_000029,urgent25_blind_test_submission_738,3.25,urgent2025_sqa_scaled,2.585163116455078,1.8847252130508423,1.3622645139694214
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000178.flac,urgent25_blind_test_fileid_000178,urgent25_blind_test_submission_738,1.0,urgent2025_sqa_scaled,2.073936700820923,0.8001409769058228,1.2331745624542236
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000238.flac,urgent25_blind_test_fileid_000238,urgent25_blind_test_submission_738,2.5,urgent2025_sqa_scaled,2.306622266769409,2.0083653926849365,1.287362813949585
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000239.flac,urgent25_blind_test_fileid_000239,urgent25_blind_test_submission_738,3.875,urgent2025_sqa_scaled,3.254850387573242,4.603427886962891,2.7971231937408447
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000270.flac,urgent25_blind_test_fileid_000270,urgent25_blind_test_submission_738,1.625,urgent2025_sqa_scaled,2.562206268310547,2.4568045139312744,1.310640573501587
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000345.flac,urgent25_blind_test_fileid_000345,urgent25_blind_test_submission_738,1.0,urgent2025_sqa_scaled,1.955204963684082,1.842198133468628,1.3731135129928589
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000373.flac,urgent25_blind_test_fileid_000373,urgent25_blind_test_submission_738,1.75,urgent2025_sqa_scaled,2.9943926334381104,1.9493125677108765,1.3081427812576294
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000531.flac,urgent25_blind_test_fileid_000531,urgent25_blind_test_submission_738,1.5,urgent2025_sqa_scaled,2.5774543285369873,1.997827172279358,1.2522811889648438
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000618.flac,urgent25_blind_test_fileid_000618,urgent25_blind_test_submission_738,2.375,urgent2025_sqa_scaled,2.8467040061950684,1.5410677194595337,1.4261183738708496
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000668.flac,urgent25_blind_test_fileid_000668,urgent25_blind_test_submission_738,3.75,urgent2025_sqa_scaled,3.036705732345581,3.573396682739258,3.200611114501953
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000748.flac,urgent25_blind_test_fileid_000748,urgent25_blind_test_submission_738,4.625,urgent2025_sqa_scaled,3.164886713027954,3.0267536640167236,2.601367473602295
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000762.flac,urgent25_blind_test_fileid_000762,urgent25_blind_test_submission_738,2.125,urgent2025_sqa_scaled,2.434523344039917,2.005335807800293,1.334124207496643
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000772.flac,urgent25_blind_test_fileid_000772,urgent25_blind_test_submission_738,3.625,urgent2025_sqa_scaled,2.936652660369873,3.1661503314971924,1.711031198501587
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000884.flac,urgent25_blind_test_fileid_000884,urgent25_blind_test_submission_738,2.125,urgent2025_sqa_scaled,2.8002750873565674,2.3277041912078857,2.2188940048217773
